decision_id,trainset_id,decision_date,decision,reason_summary,actual_outcome,remarks
D612025-09-28,61,28-09-2025,standby,Operational Buffer,withdrawn,Override Applied
D622025-09-28,62,28-09-2025,inducted,Service Ready,withdrawn,Issue Noted
D632025-09-28,63,28-09-2025,inducted,Branding Commitment,withdrawn,OK
D642025-09-28,64,28-09-2025,inducted,Mileage Balanced,success,OK
D652025-09-28,65,28-09-2025,inducted,Service Ready,success,Override Applied
D662025-09-28,66,28-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D672025-09-28,67,28-09-2025,inducted,Branding Commitment,delayed,Issue Noted
D682025-09-28,68,28-09-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D692025-09-28,69,28-09-2025,maintenance,Pending Job Card,success,Issue Noted
D702025-09-28,70,28-09-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D712025-09-28,71,28-09-2025,inducted,Branding Commitment,success,Override Applied
D722025-09-28,72,28-09-2025,inducted,Branding Commitment,success,Override Applied
D732025-09-28,73,28-09-2025,inducted,Service Ready,delayed,OK
D742025-09-28,74,28-09-2025,standby,Operational Buffer,success,Issue Noted
D752025-09-28,75,28-09-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D762025-09-28,76,28-09-2025,inducted,Mileage Balanced,delayed,OK
D772025-09-28,77,28-09-2025,inducted,Service Ready,withdrawn,OK
D782025-09-28,78,28-09-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D792025-09-28,79,28-09-2025,inducted,Service Ready,withdrawn,OK
D802025-09-28,80,28-09-2025,inducted,Mileage Balanced,success,Override Applied
D812025-09-28,81,28-09-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D822025-09-28,82,28-09-2025,maintenance,Scheduled Cleaning,delayed,OK
D832025-09-28,83,28-09-2025,maintenance,Pending Job Card,delayed,OK
D842025-09-28,84,28-09-2025,inducted,Mileage Balanced,delayed,OK
D852025-09-28,85,28-09-2025,inducted,Branding Commitment,success,Issue Noted
D862025-09-28,86,28-09-2025,inducted,Service Ready,withdrawn,Issue Noted
D872025-09-28,87,28-09-2025,inducted,Service Ready,withdrawn,Issue Noted
D882025-09-28,88,28-09-2025,inducted,Service Ready,withdrawn,OK
D892025-09-28,89,28-09-2025,standby,Reserve Rake,success,Override Applied
D902025-09-28,90,28-09-2025,standby,Reserve Rake,success,Issue Noted
D912025-09-28,91,28-09-2025,standby,Reserve Rake,withdrawn,OK
D922025-09-28,92,28-09-2025,maintenance,Pending Job Card,withdrawn,Issue Noted
D932025-09-28,93,28-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D942025-09-28,94,28-09-2025,inducted,Branding Commitment,success,Issue Noted
D952025-09-28,95,28-09-2025,inducted,Mileage Balanced,delayed,OK
D962025-09-28,96,28-09-2025,standby,Reserve Rake,withdrawn,Override Applied
D972025-09-28,97,28-09-2025,inducted,Mileage Balanced,success,OK
D982025-09-28,98,28-09-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D992025-09-28,99,28-09-2025,inducted,Service Ready,success,Override Applied
D1002025-09-28,100,28-09-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D12025-09-29,1,29-09-2025,standby,Reserve Rake,withdrawn,Override Applied
D22025-09-29,2,29-09-2025,inducted,Service Ready,success,OK
D32025-09-29,3,29-09-2025,inducted,Service Ready,delayed,Override Applied
D42025-09-29,4,29-09-2025,standby,Reserve Rake,success,Override Applied
D52025-09-29,5,29-09-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D62025-09-29,6,29-09-2025,standby,Reserve Rake,delayed,Issue Noted
D72025-09-29,7,29-09-2025,maintenance,Fitness Certificate Expired,success,OK
D82025-09-29,8,29-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D92025-09-29,9,29-09-2025,inducted,Branding Commitment,delayed,OK
D102025-09-29,10,29-09-2025,inducted,Service Ready,success,OK
D112025-09-29,11,29-09-2025,standby,Reserve Rake,success,Issue Noted
D122025-09-29,12,29-09-2025,standby,Operational Buffer,success,Override Applied
D132025-09-29,13,29-09-2025,inducted,Service Ready,success,OK
D142025-09-29,14,29-09-2025,inducted,Service Ready,withdrawn,OK
D152025-09-29,15,29-09-2025,inducted,Branding Commitment,success,OK
D162025-09-29,16,29-09-2025,inducted,Mileage Balanced,success,Issue Noted
D172025-09-29,17,29-09-2025,standby,Operational Buffer,withdrawn,Issue Noted
D182025-09-29,18,29-09-2025,inducted,Service Ready,withdrawn,Override Applied
D192025-09-29,19,29-09-2025,standby,Operational Buffer,success,Issue Noted
D202025-09-29,20,29-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D212025-09-29,21,29-09-2025,inducted,Service Ready,delayed,Override Applied
D222025-09-29,22,29-09-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D232025-09-29,23,29-09-2025,inducted,Service Ready,withdrawn,OK
D242025-09-29,24,29-09-2025,standby,Operational Buffer,delayed,Override Applied
D252025-09-29,25,29-09-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D262025-09-29,26,29-09-2025,inducted,Service Ready,withdrawn,Override Applied
D272025-09-29,27,29-09-2025,maintenance,Pending Job Card,success,Issue Noted
D282025-09-29,28,29-09-2025,maintenance,Fitness Certificate Expired,success,OK
D292025-09-29,29,29-09-2025,standby,Reserve Rake,withdrawn,Override Applied
D302025-09-29,30,29-09-2025,standby,Operational Buffer,withdrawn,OK
D312025-09-29,31,29-09-2025,standby,Operational Buffer,success,OK
D322025-09-29,32,29-09-2025,maintenance,Scheduled Cleaning,delayed,OK
D332025-09-29,33,29-09-2025,inducted,Mileage Balanced,success,Issue Noted
D342025-09-29,34,29-09-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D352025-09-29,35,29-09-2025,maintenance,Pending Job Card,withdrawn,Issue Noted
D362025-09-29,36,29-09-2025,inducted,Service Ready,delayed,Issue Noted
D372025-09-29,37,29-09-2025,inducted,Service Ready,success,OK
D382025-09-29,38,29-09-2025,standby,Operational Buffer,withdrawn,Override Applied
D392025-09-29,39,29-09-2025,inducted,Branding Commitment,success,Override Applied
D402025-09-29,40,29-09-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D412025-09-29,41,29-09-2025,standby,Operational Buffer,withdrawn,Issue Noted
D422025-09-29,42,29-09-2025,inducted,Mileage Balanced,success,Issue Noted
D432025-09-29,43,29-09-2025,standby,Operational Buffer,withdrawn,Issue Noted
D442025-09-29,44,29-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D452025-09-29,45,29-09-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D462025-09-29,46,29-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D472025-09-29,47,29-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D482025-09-29,48,29-09-2025,standby,Operational Buffer,success,Issue Noted
D492025-09-29,49,29-09-2025,inducted,Branding Commitment,success,OK
D502025-09-29,50,29-09-2025,standby,Reserve Rake,delayed,Issue Noted
D512025-09-29,51,29-09-2025,inducted,Service Ready,withdrawn,OK
D522025-09-29,52,29-09-2025,inducted,Mileage Balanced,withdrawn,OK
D532025-09-29,53,29-09-2025,inducted,Branding Commitment,delayed,OK
D542025-09-29,54,29-09-2025,inducted,Mileage Balanced,withdrawn,OK
D552025-09-29,55,29-09-2025,inducted,Branding Commitment,withdrawn,OK
D562025-09-29,56,29-09-2025,inducted,Mileage Balanced,withdrawn,OK
D572025-09-29,57,29-09-2025,maintenance,Pending Job Card,success,OK
D582025-09-29,58,29-09-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D592025-09-29,59,29-09-2025,standby,Operational Buffer,delayed,OK
D602025-09-29,60,29-09-2025,inducted,Branding Commitment,delayed,Override Applied
D612025-09-29,61,29-09-2025,inducted,Branding Commitment,withdrawn,OK
D622025-09-29,62,29-09-2025,standby,Reserve Rake,success,Issue Noted
D632025-09-29,63,29-09-2025,maintenance,Pending Job Card,success,Override Applied
D642025-09-29,64,29-09-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D652025-09-29,65,29-09-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D662025-09-29,66,29-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D672025-09-29,67,29-09-2025,standby,Reserve Rake,delayed,OK
D682025-09-29,68,29-09-2025,standby,Reserve Rake,success,Issue Noted
D692025-09-29,69,29-09-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D702025-09-29,70,29-09-2025,inducted,Service Ready,success,Issue Noted
D712025-09-29,71,29-09-2025,inducted,Service Ready,withdrawn,OK
D722025-09-29,72,29-09-2025,inducted,Branding Commitment,delayed,Override Applied
D732025-09-29,73,29-09-2025,maintenance,Scheduled Cleaning,success,OK
D742025-09-29,74,29-09-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D752025-09-29,75,29-09-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D762025-09-29,76,29-09-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D772025-09-29,77,29-09-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D782025-09-29,78,29-09-2025,inducted,Branding Commitment,delayed,OK
D792025-09-29,79,29-09-2025,inducted,Service Ready,withdrawn,Override Applied
D802025-09-29,80,29-09-2025,maintenance,Pending Job Card,success,Issue Noted
D812025-09-29,81,29-09-2025,maintenance,Fitness Certificate Expired,success,OK
D822025-09-29,82,29-09-2025,inducted,Mileage Balanced,delayed,Issue Noted
D832025-09-29,83,29-09-2025,inducted,Branding Commitment,delayed,Override Applied
D842025-09-29,84,29-09-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D852025-09-29,85,29-09-2025,standby,Operational Buffer,success,Override Applied
D862025-09-29,86,29-09-2025,standby,Reserve Rake,withdrawn,Override Applied
D872025-09-29,87,29-09-2025,inducted,Mileage Balanced,delayed,Issue Noted
D882025-09-29,88,29-09-2025,inducted,Service Ready,success,Issue Noted
D892025-09-29,89,29-09-2025,inducted,Branding Commitment,delayed,Override Applied
D902025-09-29,90,29-09-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D912025-09-29,91,29-09-2025,inducted,Service Ready,success,Override Applied
D922025-09-29,92,29-09-2025,inducted,Mileage Balanced,withdrawn,OK
D932025-09-29,93,29-09-2025,inducted,Mileage Balanced,withdrawn,OK
D942025-09-29,94,29-09-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D952025-09-29,95,29-09-2025,inducted,Branding Commitment,success,Issue Noted
D962025-09-29,96,29-09-2025,maintenance,Pending Job Card,delayed,Issue Noted
D972025-09-29,97,29-09-2025,inducted,Mileage Balanced,delayed,Issue Noted
D982025-09-29,98,29-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D992025-09-29,99,29-09-2025,maintenance,Pending Job Card,delayed,OK
D1002025-09-29,100,29-09-2025,inducted,Branding Commitment,withdrawn,OK
D12025-09-30,1,30-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D22025-09-30,2,30-09-2025,inducted,Service Ready,withdrawn,Override Applied
D32025-09-30,3,30-09-2025,inducted,Mileage Balanced,delayed,OK
D42025-09-30,4,30-09-2025,standby,Operational Buffer,success,Issue Noted
D52025-09-30,5,30-09-2025,maintenance,Scheduled Cleaning,delayed,OK
D62025-09-30,6,30-09-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D72025-09-30,7,30-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D82025-09-30,8,30-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D92025-09-30,9,30-09-2025,inducted,Branding Commitment,withdrawn,OK
D102025-09-30,10,30-09-2025,inducted,Mileage Balanced,delayed,Issue Noted
D112025-09-30,11,30-09-2025,inducted,Branding Commitment,withdrawn,OK
D122025-09-30,12,30-09-2025,inducted,Mileage Balanced,withdrawn,OK
D132025-09-30,13,30-09-2025,standby,Reserve Rake,success,Override Applied
D142025-09-30,14,30-09-2025,maintenance,Pending Job Card,delayed,Issue Noted
D152025-09-30,15,30-09-2025,inducted,Service Ready,success,OK
D162025-09-30,16,30-09-2025,inducted,Mileage Balanced,withdrawn,OK
D172025-09-30,17,30-09-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D182025-09-30,18,30-09-2025,inducted,Mileage Balanced,success,Override Applied
D192025-09-30,19,30-09-2025,inducted,Service Ready,withdrawn,OK
D202025-09-30,20,30-09-2025,inducted,Branding Commitment,delayed,Override Applied
D212025-09-30,21,30-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D222025-09-30,22,30-09-2025,standby,Operational Buffer,withdrawn,Override Applied
D232025-09-30,23,30-09-2025,inducted,Mileage Balanced,withdrawn,OK
D242025-09-30,24,30-09-2025,standby,Operational Buffer,delayed,Override Applied
D252025-09-30,25,30-09-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D262025-09-30,26,30-09-2025,inducted,Service Ready,delayed,Issue Noted
D272025-09-30,27,30-09-2025,inducted,Service Ready,delayed,OK
D282025-09-30,28,30-09-2025,inducted,Service Ready,withdrawn,Issue Noted
D292025-09-30,29,30-09-2025,inducted,Mileage Balanced,withdrawn,OK
D302025-09-30,30,30-09-2025,inducted,Mileage Balanced,success,OK
D312025-09-30,31,30-09-2025,standby,Operational Buffer,withdrawn,Override Applied
D322025-09-30,32,30-09-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D332025-09-30,33,30-09-2025,inducted,Branding Commitment,success,Issue Noted
D342025-09-30,34,30-09-2025,inducted,Service Ready,success,OK
D352025-09-30,35,30-09-2025,inducted,Service Ready,delayed,Issue Noted
D362025-09-30,36,30-09-2025,inducted,Branding Commitment,delayed,Override Applied
D372025-09-30,37,30-09-2025,standby,Reserve Rake,success,Issue Noted
D382025-09-30,38,30-09-2025,inducted,Branding Commitment,success,Issue Noted
D392025-09-30,39,30-09-2025,inducted,Service Ready,success,OK
D402025-09-30,40,30-09-2025,inducted,Mileage Balanced,delayed,OK
D412025-09-30,41,30-09-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D422025-09-30,42,30-09-2025,standby,Operational Buffer,withdrawn,Override Applied
D432025-09-30,43,30-09-2025,inducted,Branding Commitment,success,Override Applied
D442025-09-30,44,30-09-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D452025-09-30,45,30-09-2025,inducted,Mileage Balanced,success,OK
D462025-09-30,46,30-09-2025,inducted,Service Ready,success,Issue Noted
D472025-09-30,47,30-09-2025,maintenance,Pending Job Card,delayed,OK
D482025-09-30,48,30-09-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D492025-09-30,49,30-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D502025-09-30,50,30-09-2025,inducted,Mileage Balanced,withdrawn,OK
D512025-09-30,51,30-09-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D522025-09-30,52,30-09-2025,inducted,Service Ready,delayed,OK
D532025-09-30,53,30-09-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D542025-09-30,54,30-09-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D552025-09-30,55,30-09-2025,inducted,Service Ready,success,Issue Noted
D562025-09-30,56,30-09-2025,inducted,Branding Commitment,delayed,OK
D572025-09-30,57,30-09-2025,maintenance,Pending Job Card,withdrawn,OK
D582025-09-30,58,30-09-2025,inducted,Service Ready,success,Override Applied
D592025-09-30,59,30-09-2025,standby,Reserve Rake,success,OK
D602025-09-30,60,30-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D612025-09-30,61,30-09-2025,standby,Reserve Rake,delayed,OK
D622025-09-30,62,30-09-2025,inducted,Service Ready,success,Override Applied
D632025-09-30,63,30-09-2025,inducted,Branding Commitment,success,Override Applied
D642025-09-30,64,30-09-2025,inducted,Mileage Balanced,withdrawn,OK
D652025-09-30,65,30-09-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D662025-09-30,66,30-09-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D672025-09-30,67,30-09-2025,inducted,Service Ready,withdrawn,Issue Noted
D682025-09-30,68,30-09-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D692025-09-30,69,30-09-2025,inducted,Mileage Balanced,delayed,Override Applied
D702025-09-30,70,30-09-2025,inducted,Service Ready,delayed,OK
D712025-09-30,71,30-09-2025,standby,Reserve Rake,withdrawn,Override Applied
D722025-09-30,72,30-09-2025,maintenance,Pending Job Card,success,Issue Noted
D732025-09-30,73,30-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D742025-09-30,74,30-09-2025,inducted,Service Ready,withdrawn,OK
D752025-09-30,75,30-09-2025,inducted,Branding Commitment,delayed,OK
D762025-09-30,76,30-09-2025,maintenance,Pending Job Card,withdrawn,Issue Noted
D772025-09-30,77,30-09-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D782025-09-30,78,30-09-2025,maintenance,Pending Job Card,success,OK
D792025-09-30,79,30-09-2025,standby,Operational Buffer,delayed,Issue Noted
D802025-09-30,80,30-09-2025,standby,Reserve Rake,delayed,Override Applied
D812025-09-30,81,30-09-2025,inducted,Service Ready,delayed,Issue Noted
D822025-09-30,82,30-09-2025,inducted,Mileage Balanced,delayed,OK
D832025-09-30,83,30-09-2025,inducted,Branding Commitment,withdrawn,Override Applied
D842025-09-30,84,30-09-2025,standby,Reserve Rake,delayed,Override Applied
D852025-09-30,85,30-09-2025,inducted,Branding Commitment,withdrawn,OK
D862025-09-30,86,30-09-2025,standby,Operational Buffer,delayed,Override Applied
D872025-09-30,87,30-09-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D882025-09-30,88,30-09-2025,maintenance,Pending Job Card,success,Override Applied
D892025-09-30,89,30-09-2025,inducted,Service Ready,delayed,OK
D902025-09-30,90,30-09-2025,inducted,Branding Commitment,success,OK
D912025-09-30,91,30-09-2025,inducted,Service Ready,withdrawn,Issue Noted
D922025-09-30,92,30-09-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D932025-09-30,93,30-09-2025,inducted,Mileage Balanced,success,Issue Noted
D942025-09-30,94,30-09-2025,standby,Operational Buffer,success,Issue Noted
D952025-09-30,95,30-09-2025,standby,Reserve Rake,delayed,OK
D962025-09-30,96,30-09-2025,inducted,Branding Commitment,delayed,Issue Noted
D972025-09-30,97,30-09-2025,inducted,Branding Commitment,withdrawn,OK
D982025-09-30,98,30-09-2025,inducted,Branding Commitment,success,Issue Noted
D992025-09-30,99,30-09-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D1002025-09-30,100,30-09-2025,inducted,Service Ready,delayed,Override Applied
D12025-10-01,1,01-10-2025,standby,Reserve Rake,success,Override Applied
D22025-10-01,2,01-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D32025-10-01,3,01-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
